Added,Audience Rating,Country,Title,Tagline,Writers,Year,Duration,View Count,Summary,Directors,Studio,Sort title,Release Date,Roles,Labels,Rating,Original Title,Genre,Content Rating
2021-00-23 21:56:02,"9.3","Japan-United States of America","Sonic the Hedgehog","A Whole New Speed of Hero","Josh Miller-Patrick Casey-Naoto Oshima-Yuji Naka-Hirokazu Yasuhara","2020",1:39:53,"N/A","Based on the global blockbuster videogame franchise from Sega, Sonic the Hedgehog tells the story of the world’s speediest hedgehog as he embraces his new home on Earth. In this live-action adventure comedy, Sonic and his new best friend team up to defend the planet from the evil genius Dr. Robotnik and his plans for world domination.","Jeff Fowler","Original Film","N/A","2020-02-14","Ben Schwartz-James Marsden-Jim Carrey-Tika Sumpter-Natasha Rothwell-Adam Pally-Lee Majdoub-Neal McDonough-Tom Butler-Frank C. Turner-Melody Nosipho Niemann-Shannon Chan-Kent-Brad Kelly-Elfina Luk-Garry Chalk-Michael Hogan-Peter Bryant-Jeremy Arnold-Jeanie Cloutier-Emma Oliver-Bailey Skodje-Dean Petriw-Jeff Sanca-Lisa Chandler-Chris Gailus-Bethel Lee-Anthony Santiago-Jeremiah Oh-Charles Heffernan-Terence Kelly-Sean Campbell-Scott Patey-Sandy Robson-Andrea Marcum-Benjamin Valic-Donna Jay Fulks-Colleen O Shaughnessey-Nicholas Dohy-Debs Howard-Leanne Lapp-Nadeen Lightbody-John Specogna-Steve Warky Nunez-Breanna Watkins",N/A,"6.3","N/A","Action-Adventure-Science Fiction-Comedy-Family","ch/8"
2021-06-16 10:53:12,"7.9","United States of America","Space Jam: A New Legacy","Welcome to the Jam!","Herschel Weingrod-Timothy Harris-Steve Rudnick-Leo Benvenuti-Terence Nance","2021",1:56:31,"N/A","A algorithm named Al G Rhythm captures famed basketball player LeBron James and his son Dom. Al G challenges LeBron to a basketball game against Al s digitized champions. LeBron gets the help of Bugs Bunny and the Looney Tunes to win the basketball game and get his son back.","Malcolm D. Lee","Warner Animation Group","N/A","2021-07-16","LeBron James-Don Cheadle-Cedric Joe-Jeff Bergman-Gabriel Iglesias-Zendaya-Eric Bauza-Candi Milo-Bob Bergen-Fred Tatasciore-Anthony Davis-Damian Lillard-Klay Thompson-Nneka Ogwumike-Diana Taurasi-Sonequa Martin-Green-Ceyair J. Wright-Harper Leigh Alexander-Khris Davis-Xosha Roquemore-Stephen Kankole-Jalyn Hall-Wood Harris-Jordan Thomas-Sue Bird-Draymond Green-A’ja Wilson-Randy Mims-Gerald  Slink  Johnson-Sarah Silverman-Steven Yeun-Ernie Johnson-Lil Rel Howery-Michael B. Jordan-Rosario Dawson-Justin Roiland-Kimberly Brooks",N/A,"2.6","N/A","Animation-Comedy-Family-Fantasy-Adventure-Science Fiction-Sport","ch/8"
2021-00-23 21:57:40,"9.3","United States of America","Spider-Man: Into the Spider-Verse","More Than One Wears the Mask","Stan Lee-Steve Ditko-Sharon Bridgeman-Rodney Rothman-Phil Lord","2018",1:57:50,"1","Phil Lord and Christopher Miller, the creative minds behind The Lego Movie and 21 Jump Street, bring their unique talents to a fresh vision of a different Spider-Man Universe, with a groundbreaking visual style that s the first of its kind.  Spider-Man(TM): Into the Spider-Verse  introduces Brooklyn teen Miles Morales (Shameik Moore), and the limitless possibilities of the Spider-Verse, where more than one can wear the mask.","Rodney Rothman-Peter Ramsey-Bob Persichetti","Sony Pictures","N/A","2018-12-14","Shameik Moore-Jake Johnson-Hailee Steinfeld-Mahershala Ali-Brian Tyree Henry-Lily Tomlin-Lauren Vélez-Zoë Kravitz-John Mulaney-Kimiko Glenn-Nicolas Cage-Kathryn Hahn-Liev Schreiber-Chris Pine-Natalie Morales-Edwin H. Bravo-Oscar Isaac-Greta Lee-Stan Lee-Jorma Taccone-Joaquín Cosío-Marvin  Krondon  Jones III-Kim Yarbrough-Lake Bell-Jessica Mikayla Adams-Gredel Berrios Calladine-Sarah D. Cole-Kelby Joseph-Mimi Davila-Claudia Choi-Melanie Haynes-Joseph Izzo-Nick Jaine-Muneeb Rehman-Carlos Zaragoza-Post Malone-David Applebee-Juan Carlos Arvelo-Adam Brown-Jon Bruno-Darcy Rose Byrnes-Oscar Camacho-June Christopher-Alycia Cooper-Michelle Jubilee Gonzalez-Terrence Hardy Jr.-Bridget Hoffman-Rif Hutton-Miguel Jiron-Harrison Knight-Lex Lang-Donna Lynn Leavy-Andrew Leviton-Caitlin McKenna-Wilkinson-Scott Menville-Christopher Miller-Arthur Ortiz-Juan Pacheco-Devika Parikh-Shakira Ja nai Paye-Courtney Peldon-Chrystee Pharris-Jacqueline Pinol-Juan Pope-Al Rodrigo-Joseph Sanfelippo-Justin Shenkarow-Dennis Singletary-Warren Sroka-Melissa Sturm-Holly Walker-Jason Linere-White-Ruby Zalduondo-Ruth Zalduondo-Cliff Robertson",N/A,"9.7","N/A","Family-Action-Adventure-Animation-Science Fiction-Comedy-Fantasy","ch/8"
2021-00-23 22:01:11,"9.2","United States of America","Spies in Disguise","Super Spy. Super Fly.","Cindy Davis-Lloyd Taylor-Brad Copeland-Lucas Martell-Seth Boyden","2019",1:42:51,"1","Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.","Troy Quane-Nick Bruno","Chernin Entertainment","N/A","2019-12-25","Will Smith-Tom Holland-Ben Mendelsohn-Rashida Jones-Karen Gillan-DJ Khaled-Reba McEntire-Rachel Brosnahan-Masi Oka-Carla Jimenez-Mark Ronson-Toru Uchikado-Hisato Masuyama-Toshiya Agata-Michi Yamato-Hiroshi Otaguro-Claire Ryann-Jarrett Bruno-Tawny Newsome-J. B. Blanc-Adrian Gonzalez-William-Christopher Stephens-Bex Marsh-Peter S. Kim-Gabriel Conte-Jess Conte-Rashawn Nadine Scott-Stefania Spampinato-Nick Bruno-Troy Quane-Eddie Mujica-Emily Altman-Randy Trager-Christopher Campbell-Matthew J. Munn-Kimberly Brooks-Youn So-Min-Hyuck Jang-Randy Thom-Krizia Bajos-Reggie De Leon-Paolo Costantino Cenci-Casey M. Roberts-Daniel Booko-Jen Cain-Oscar Camacho-David Chen-Johnny Gidcomb-Annie Gonzalez-Maya Goodwin-Danielle Hartnett-Marabina Jaimes-Masa Kanome-Ruth Zalduondo-Hideo Kimura-Dina Morrone-Dyana Ortelli-Arthur Ortiz-Chrystee Pharris-Ben Pronsky-Stan Sellers-Shane Sweet-Michael Woodley-Vivian Yoon Lee",N/A,"7.7","N/A","Action-Adventure-Comedy-Family-Animation-Science Fiction","ch/G"
2021-00-23 23:37:36,"7.3","United States of America","The Sword in the Stone","Tired of living in a Medieval mess... Merlin uses all his magic powers to change a scrawny little boy into a legendary hero!","T.H. White-Bill Peet","1963",1:20:44,"N/A","Arthur (aka Wart) is a young boy who aspires to be a knight s squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for Wart beyond mere squiredom. He starts by trying to give Wart an education (whatever that is), believing that once one has an education, one can go anywhere. Needless to say, it doesn t quite work out that way.","Wolfgang Reitherman","Walt Disney Pictures","Sword in the Stone","1963-12-12","Sebastian Cabot-Karl Swenson-Junius Matthews-Norman Alden-Rickie Sorensen-Ginny Tyler-Martha Wentworth-Alan Napier-Richard Reitherman-Robert Reitherman-Mel Blanc-Barbara Jo Allen-Candy Candido-James MacDonald-Tudor Owen-Thurl Ravenscroft",N/A,"6.6","N/A","Animation-Family-Musical-Fantasy-Comedy-Adventure","G"
2021-00-23 22:02:35,"7.5","United States of America","Tarzan","An immortal legend. As you ve only imagined.","Chris Ure-Stephen J. Anderson-Edgar Rice Burroughs-Gaëtan Brizzi-Paul Brizzi","1999",1:29:31,"N/A","A man raised by gorillas must decide where he really belongs when he discovers he is a human.","Kevin Lima-Chris Buck","Walt Disney Animation Studios","N/A","1999-06-18","Tony Goldwyn-Minnie Driver-Glenn Close-Alex D. Linz-Rosie O Donnell-Brian Blessed-Nigel Hawthorne-Lance Henriksen-Wayne Knight-Taylor Dempsey-Sherry Lynn-Mickie McGowan-Jack Angel-Bob Bergen-Rodger Bumpass-Lily Collins-Jim Cummings-Debi Derryberry-Jason Marsden-Phil Proctor-Chris Sanders-Mary Kay Bergman-April Winchell-Aria Noelle Curzon-Danny Mann-Frank Welker",N/A,"8.9","N/A","Adventure-Animation-Drama-Family-Comedy","ch/7"
2021-00-23 23:40:35,"9.2","United States of America","Toy Story"," Oooh...3-D  (USA 2009 re-release)","Andrew Stanton-John Lasseter-Joe Ranft-Pete Docter-Joss Whedon","1995",1:21:06,"1","Led by Woody, Andy s toys live happily in his room until Andy s birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy s heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","John Lasseter","Pixar","N/A","1995-11-22","Tom Hanks-Tim Allen-Don Rickles-Jim Varney-Wallace Shawn-John Ratzenberger-Annie Potts-John Morris-Erik von Detten-Laurie Metcalf-R. Lee Ermey-Sarah Freeman-Penn Jillette-Jack Angel-Spencer Aste-Greg Berg-Lisa Bradley-Kendall Cunningham-Debi Derryberry-Cody Dorkin-Bill Farmer-Craig Good-Gregory Grudt-Danielle Judovits-Sam Lasseter-Brittany Levenbrown-Sherry Lynn-Scott McAfee-Mickie McGowan-Ryan O Donohue-Jeff Pidgeon-Patrick Pinney-Phil Proctor-Jan Rabson-Joe Ranft-Andrew Stanton-Shane Sweet-Nathan Lane-John Lasseter-Ernie Sabella-Jonathan Benair",N/A,"10","N/A","Animation-Comedy-Family-Fantasy-Adventure-Children","G"
2021-00-23 23:43:48,"8.7","United States of America","Toy Story 2","The toys are back!","Andrew Stanton-John Lasseter-Pete Docter-Ash Brannon-Rita Hsiao","1999",1:32:26,"1","While Andy is away at summer camp Woody has been toynapped by Al McWiggin, a greedy collector and proprietor of  Al s Toy Barn ! In this all-out rescue mission, Buzz and his friends Mr. Potato Head, Slinky Dog, Rex and Hamm springs into action to rescue Woody from winding up as a museum piece. They must find a way to save him before he gets sold in Japan forever and they ll never see him again!","John Lasseter","Pixar","N/A","1999-11-24","Tom Hanks-Tim Allen-Joan Cusack-Kelsey Grammer-Don Rickles-Jim Varney-Wallace Shawn-John Ratzenberger-Annie Potts-Wayne Knight-John Morris-Laurie Metcalf-Estelle Harris-R. Lee Ermey-Jodi Benson-Jonathan Harris-Joe Ranft-Andrew Stanton-Jeff Pidgeon-Jack Angel-Bob Bergen-Mary Kay Bergman-Sheryl Bernstein-Rodger Bumpass-Corey Burton-Rachel Davey-Debi Derryberry-Jessica Evans-Bill Farmer-Pat Fraley-Jess Harnell-John Lasseter-Nicolette Little-Sherry Lynn-Mickie McGowan-Phil Proctor-Jan Rabson-Carly Schroeder-Madylin Sweeten-Hannah Unkrich-Lee Unkrich-Andi Peters-Dave Foley-Frank Welker",N/A,"10","N/A","Animation-Comedy-Family-Fantasy-Adventure","ch/7"
2021-00-23 23:47:44,"9","United States of America","Toy Story 3","No toy gets left behind.","Andrew Stanton-Lee Unkrich-John Lasseter-Michael Arndt-Nick Sung","2010",1:43:31,"1","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it s up to Woody to convince the other toys that they weren t abandoned and to return home.","Lee Unkrich","Pixar","N/A","2010-06-18","Tom Hanks-Tim Allen-Joan Cusack-Don Rickles-Wallace Shawn-John Ratzenberger-Estelle Harris-Blake Clark-Jeff Pidgeon-Ned Beatty-Michael Keaton-Jodi Benson-John Morris-Emily Hahn-Timothy Dalton-Kristen Schaal-Jeff Garlin-Bonnie Hunt-Whoopi Goldberg-Jack Angel-John Cygan-Jan Rabson-Laurie Metcalf-Lori Alan-Beatrice Miller-R. Lee Ermey-Teddy Newton-Richard Kind-Bud Luckey-Javier Fernández-Peña-Charlie Bright-Amber Kroner-Brianna Maiwand-Erik von Detten-Jack Willis-Woody Smith-Carlos Alazraqui-Teresa Ganzel-Jess Harnell-Danny Mann-Mickie McGowan-Laraine Newman-Colleen O Shaughnessey-Bob Peterson-Jerome Ranft-Lee Unkrich-Colette Whitaker-Constantino Bravos-Taiana Huff-Adam Joshua Jastrow-Leo Jergovic-Theodore F. Kayser-Gia Michailidis-Nikolas Michailidis-Aramé Scott-Hannah Unkrich-Godfrey Gao-Sherry Lynn-Jim Ward-Frank Welker",N/A,"9.8","N/A","Animation-Family-Comedy-Fantasy-Adventure-Children","ch/0"
2021-00-23 23:49:01,"9.4","United States of America","Toy Story 4","Get Ready to Hit the Road","Andrew Stanton-John Lasseter-Martin Hynes-Josh Cooley-Will McCormack","2019",1:40:03,"1","Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody s slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they re two worlds apart when it comes to what they want from life as a toy.","Josh Cooley","Walt Disney Pictures","N/A","2019-06-21","Tom Hanks-Tim Allen-Annie Potts-Tony Hale-Keegan-Michael Key-Madeleine McGraw-Christina Hendricks-Jordan Peele-Keanu Reeves-Ally Maki-Jay Hernandez-Lori Alan-Joan Cusack-Bonnie Hunt-Kristen Schaal-Emily Davis-Wallace Shawn-John Ratzenberger-Blake Clark-June Squibb-Carl Weathers-Lila Sage Bromley-Don Rickles-Jeff Garlin-Maliah Bargas-Good-Jack McGraw-Juliana Hansen-Estelle Harris-Laurie Metcalf-Steve Purcell-Mel Brooks-Alan Oppenheimer-Carol Burnett-Betty White-Carl Reiner-Bill Hader-Patricia Arquette-Timothy Dalton-Flea-Melissa Villaseñor-Jeff Pidgeon-John Morris",N/A,"9.7","N/A","Fantasy-Drama-Adventure-Comedy-Animation-Family-Children","ch/6"
2021-00-23 23:50:15,"7.2","United States of America","Treasure Planet","Find your place in the universe.","Ron Clements-John Musker-Robert Louis Stevenson-Rob Edwards","2002",1:35:24,"1","In this science fiction rendering of the classic novel  Treasure Island , Jim Hawkins (Joseph Gordon-Levitt) is a rebellious teen seen by the world as an aimless slacker. After he receives a map from a dying pirate, he embarks on an odyssey across the universe to find the legendary Treasure Planet.","Ron Clements-John Musker","Walt Disney Animation Studios","N/A","2002-11-27","Joseph Gordon-Levitt-Brian Murray-Emma Thompson-David Hyde Pierce-Martin Short-Dane A. Davis-Michael Wincott-Laurie Metcalf-Roscoe Lee Browne-Patrick McGoohan-Corey Burton-Michael McShane-Tony Jay-Austin Majors-Jack Angel-Bob Bergen-Rodger Bumpass-Jane Carr-John Cygan-Jennifer Darling-Paul Eiding-Sherry Lynn-Mona Marshall-Mickie McGowan-Patrick Pinney-Phil Proctor-Jeremy Suarez-Jim Ward-Dee Bradley Baker-Peter Cullen",N/A,"6.9","N/A","Science Fiction-Fantasy-Family-Animation-Adventure","ch/7"
2021-00-23 23:52:12,"9","United States of America","Up","Fly Up to Venezuela","Bob Peterson-Pete Docter-Tom McCarthy-Julie Lynn","2009",1:37:44,"1","As a boy, Carl Fredricksen wanted to explore South America and find the forbidden Paradise Falls. About 64 years later he gets to begin his journey along with Boy Scout Russell by lifting his house with thousands of balloons. On their journey, they make many new friends including a talking dog, and figure out that someone has evil plans. Carl soon realizes that this evildoer is his childhood idol.","Pete Docter","Pixar","N/A","2009-05-29","Ed Asner-Christopher Plummer-Jordan Nagai-Bob Peterson-Delroy Lindo-Jerome Ranft-John Ratzenberger-David Kaye-Elie Docter-Jeremy Leary-Mickie McGowan-Danny Mann-Donald Fullilove-Jess Harnell-Josh Cooley-Pete Docter-Mark Andrews-Bob Bergen-Brenda Chapman-Emma Coats-John Cygan-Paul Eiding-Tony Fucile-Teresa Ganzel-Sherry Lynn-Laraine Newman-Teddy Newton-Jeff Pidgeon-Valerie LaPointe-Jan Rabson-Bob Scott",N/A,"9.8","N/A","Family-Animation-Comedy-Adventure-Drama","ch/0"
2021-00-23 22:06:47,"7.9","United Kingdom-United States of America","Wallace & Gromit: The Curse of the Were-Rabbit","Something bunny is going on...","Nick Park-Steve Box-Bob Baker-Mark Burton-Robert Stevenhagen","2005",1:25:00,"1","Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park s animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.","Nick Park-Steve Box","Aardman Animations","N/A","2005-10-07","Peter Sallis-Ralph Fiennes-Helena Bonham Carter-Peter Kay-Nicholas Smith-Liz Smith-John Thomson-Mark Gatiss-Vincent Ebrahim-Geraldine McEwan-Edward Kelsey-Dicken Ashworth-Robert Horvath-Pete Atkin-Noni Lewis-Ben Whitehead-Christopher Fairbank-James Mather-William Vanderpuye-Nigel Pilkington",N/A,"9.5","N/A","Adventure-Animation-Comedy-Family-Fantasy-Science Fiction-Mystery","ch/7"
2021-00-23 23:54:41,"9","United States of America","WALL·E","After 700 years of doing what he was built for, he ll discover what he was meant for.","Andrew Stanton-Pete Docter-Jim Reardon-Derek Thompson","2008",1:37:26,"1","WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he s finally found a friend and stows away on the ship when it leaves.","Andrew Stanton","Pixar","N/A","2008-06-27","Ben Burtt-Elissa Knight-Jeff Garlin-Fred Willard-John Ratzenberger-Kathy Najimy-Sigourney Weaver-Teddy Newton-Bob Bergen-John Cygan-Pete Docter-Paul Eiding-Donald Fullilove-Teresa Ganzel-Mickie McGowan-Laraine Newman-Lori Alan-Jeff Pidgeon-Jan Rabson-Lori Richardson-Andrew Stanton-Jim Ward-Colette Whitaker-Kim Kopf-Angus MacLane-Niki McElroy-Garrett Palmer-Sherry Lynn-Jess Harnell",N/A,"9.5","N/A","Animation-Family-Science Fiction-Adventure-Romance-Children","ch/0"
2021-00-23 23:56:53,"8.5","United States of America","Who Framed Roger Rabbit","It s the story of a man, a woman, and a rabbit in a triangle of trouble.","Jeffrey Price-Peter S. Seaman-Gary K. Wolf","1988",1:44:46,"N/A"," Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect. Groundbreaking interaction between the live and animated characters, and lots of references to classic animation.","Robert Zemeckis","Amblin Entertainment","N/A","1988-06-22","Bob Hoskins-Christopher Lloyd-Joanna Cassidy-Charles Fleischer-Kathleen Turner-Stubby Kaye-Alan Tilvern-Richard LeParmentier-Lou Hirsch-Betsy Brantley-Mel Blanc-Mae Questel-Frank Sinatra-Richard Williams-Wayne Allwine-Frank Welker-Mickie McGowan-Jack Angel-Nancy Cartwright-June Foray-Joel Silver-Amy Irving-Paul Springer-Richard Ridings-Edwin Craig-Lindsay Holiday-Mike Edmonds-Morgan Deare-Danny Capri-Christopher Hollosy-Jean-Paul Sipla-Laura Frances-Joel Cutrara-Billy J. Mitchell-Eric B. Sindon-Ed Herlihy-James O Connell-Eugene Gutierrez-April Winchell-Tony Anselmo-Mary T. Radford-Joe Alaskey-David L. Lander-Fred Newman-Russi Taylor-Les Perkins-Pat Buttram-Jim Cummings-Jim Gallant-Tony Pope-Peter Westy-Cherry Davis",N/A,"9.7","N/A","Fantasy-Animation-Comedy-Crime-Family-Mystery-Adventure","PG"
2021-00-24 0:00:22,"8.7","United States of America","Willy Wonka & the Chocolate Factory","It s Scrumdidilyumptious!","Roald Dahl","1971",1:40:45,"N/A","When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.","Mel Stuart","David L. Wolper Productions","N/A","1971-08-20","Gene Wilder-Peter Ostrum-Jack Albertson-Roy Kinnear-Julie Dawn Cole-Leonard Stone-Denise Nickerson-Nora Denney-Paris Themmen-Ursula Reit-Michael Bollner-Diana Sowle-Aubrey Woods-David Battley-Günter Meisner-Peter Capell-Werner Heyking-Peter Stewart-Tim Brooke-Taylor-Marcus Powell-Rusty Goffe-Malcolm Dixon-Michael Goodliffe-Kurt Großkurth-Pat Coombs-Franziska Liebing-Dora Altmann-Ernst Ziegler-Frank Delfino-Rudy Borgstaller-George Claydon-Ismed Hassan-Norman McGlen-Angelo Muscat-Stephen Dunne-Victor Beaumont-Walker Edmiston-Michael Gahr-Shin Hamano-Jack Latham-Gloria Manon-Ed Peck-Pepi Poupee-Bob Roe-Madeline Stuart-Albert Wilkinson",N/A,"9.1","N/A","Fantasy-Musical-Comedy-Family","G"
2021-00-24 0:01:03,"8.6","United States of America","Wreck-It Ralph","The story of a regular guy just looking for a little wreck-ognition.","Jim Reardon-Rich Moore-Phil Johnston-Jennifer Lee-Nancy Kruse","2012",1:41:15,"1","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.","Rich Moore","Walt Disney Animation Studios","N/A","2012-11-02","John C. Reilly-Sarah Silverman-Jack McBrayer-Jane Lynch-Ed O Neill-Dennis Haysbert-Edie McClurg-Alan Tudyk-Jess Harnell-Mindy Kaling-Joe Lo Truglio-Raymond S. Persi-Rachael Harris-Skylar Astin-Adam Carolla-Horatio Sanz-Maurice LaMarche-Stefanie Scott-John DiMaggio-Rich Moore-Katie Lowes-Jamie Elman-Josie Trinidad-Cymbre Walk-Tucker Gilmore-Brandon Scott-Tim Mertens-Kevin Deters-Gerald C. Rivers-Martin Jarvis-Brian Kesinger-Roger Craig Smith-Phil Johnston-Reuben Langdon-Kyle Hebert-Jamie Sparer Roberts-Ava Acres-Isabella Acres-Bob Bergen-David Boat-Mike Carlsen-Reed Buck-David Cowgill-Jim Cummings-Terri Douglas-Sandy Fox-Eddie Frierson-Earl Ghaffari-Emily Hahn-Jennifer Hale-Daniel Kaz-Dave Kohut-Lauren MacMullan-Mona Marshall-Scott Menville-Laraine Newman-Paul Pape-Lynwood Robinson-Trenton Rogers-Jadon Sand-Kath Soucie-April Stewart-Fred Tatasciore-Jennifer Christine Vera-Elizabeth Daily-Will Deters-Tyler Ganus-Debi Derryberry",N/A,"8.7","N/A","Comedy-Family-Animation-Adventure-Fantasy-Science Fiction","ch/7"
2021-00-24 0:01:50,"9.2","United States of America","Zootopia","Welcome to the urban jungle.","Jim Reardon-Byron Howard-Rich Moore-Phil Johnston-Jennifer Lee","2016",1:49:32,"1","From the largest elephant to the smallest shrew, the city of Zootopia is a mammal metropolis where various animals live and thrive. When Judy Hopps becomes the first rabbit to join the police force, she quickly learns how tough it is to enforce the law. Determined to prove herself, Judy jumps at the opportunity to solve a mysterious case. Unfortunately, that means working with Nick Wilde, a wily fox who makes her job even harder.","Byron Howard-Rich Moore","Walt Disney Animation Studios","N/A","2016-03-04","Ginnifer Goodwin-Jason Bateman-Idris Elba-Jenny Slate-Nate Torrence-Bonnie Hunt-Don Lake-Tommy Chong-J.K. Simmons-Octavia Spencer-Alan Tudyk-Shakira-Raymond S. Persi-Della Saba-Maurice LaMarche-Phil Johnston-Fuschia!-John DiMaggio-Katie Lowes-Gita Reddy-Jesse Corti-Tom  Tiny  Lister Jr.-Josh Dallas-Leah Latham-Rich Moore-Kath Soucie-Peter Mansbridge-Byron Howard-Jared Bush-Mark Rhino Smith-Josie Trinidad-John Lavelle-Kristen Bell-Evelyn Wilson Bresee-Hewitt Bush-Jill Cordes-Madeleine Curry-Terri Douglas-Melissa Goodwin Shepherd-Zach King-Dave Kohut-Jeremy Milton-Pace Paulsen-Fabienne Rawley-Bradford Simonsen-Claire K. Smith-Jackson Stein-David A. Thibodeau-Hannah G. Williams-Daveed Diggs",N/A,"9.8","N/A","Mystery-Crime-Comedy-Family-Adventure-Animation","ch/6"
